# =============================================
# WT SURFACES
# =============================================
# Q 2.5526 
# s 0.637 
# g 1.05 
# maximal time 1000.0 
# expected RLS 24 pm 0 
# =============================================
# k1	k2	R	re	RLS	lifetime	tau	eta
1.015000	0.765000	0.318310	0.294450	24.000000	48.868314	0.184917	0.161290
1.020000	0.725000	0.318310	0.004062	24.000000	44.747839	0.211279	0.166667
1.020000	0.730000	0.318310	0.030700	24.000000	45.076450	0.210028	0.166667
1.020000	0.735000	0.318310	0.058200	24.000000	45.340722	0.208953	0.166667
1.020000	0.740000	0.318310	0.086950	24.000000	45.715043	0.207881	0.166667
1.020000	0.745000	0.318310	0.117263	24.000000	46.253947	0.214313	0.173913
1.020000	0.750000	0.318310	0.148825	24.000000	46.760276	0.204450	0.166667
1.020000	0.755000	0.318310	0.181950	24.000000	47.307355	0.219393	0.181818
1.020000	0.760000	0.318310	0.216325	24.000000	47.666149	0.202071	0.166667
1.020000	0.765000	0.318310	0.253200	24.000000	48.288942	0.200418	0.166667
1.020000	0.770000	0.318310	0.291950	24.000000	48.829011	0.199230	0.166667
1.025000	0.730000	0.318310	0.000625	24.000000	44.565953	0.212339	0.166667
1.025000	0.735000	0.318310	0.027263	24.000000	44.892172	0.211073	0.166667
1.025000	0.740000	0.318310	0.055075	24.000000	45.306838	0.209261	0.166667
1.025000	0.745000	0.318310	0.084138	24.000000	45.803993	0.207732	0.166667
1.025000	0.750000	0.318310	0.114450	24.000000	46.354241	0.205827	0.166667
1.025000	0.755000	0.318310	0.145700	24.000000	46.628589	0.205201	0.166667
1.025000	0.760000	0.318310	0.178825	24.000000	47.134782	0.203724	0.166667
1.025000	0.765000	0.318310	0.213825	24.000000	47.730278	0.202024	0.166667
1.025000	0.770000	0.318310	0.250700	24.000000	48.317053	0.142227	0.114286
1.025000	0.775000	0.318310	0.289450	24.000000	48.805994	0.185358	0.153846
1.030000	0.740000	0.318310	0.024138	24.000000	44.910041	0.211231	0.166667
1.030000	0.745000	0.318310	0.051950	24.000000	45.294049	0.209474	0.166667
1.030000	0.750000	0.318310	0.081013	24.000000	45.759755	0.208139	0.166667
1.030000	0.755000	0.318310	0.111325	24.000000	46.249210	0.231803	0.190476
1.030000	0.760000	0.318310	0.142575	24.000000	46.528853	0.191035	0.153846
1.030000	0.770000	0.318310	0.210700	24.000000	47.567581	0.202862	0.166667
1.030000	0.775000	0.318310	0.248200	24.000000	48.440824	0.200201	0.166667
1.030000	0.780000	0.318310	0.286950	24.000000	48.802545	0.199716	0.166667
1.035000	0.745000	0.318310	0.021013	24.000000	44.982811	0.211134	0.166667
1.035000	0.750000	0.318310	0.048825	24.000000	45.310885	0.209552	0.166667
1.035000	0.755000	0.318310	0.077575	24.000000	45.581910	0.209112	0.166667
1.035000	0.760000	0.318310	0.108200	24.000000	46.189561	0.206946	0.166667
1.035000	0.765000	0.318310	0.139763	24.000000	46.576679	0.205829	0.166667
1.035000	0.770000	0.318310	0.173200	24.000000	47.169693	0.172560	0.137931
1.035000	0.775000	0.318310	0.208200	24.000000	47.682997	0.202599	0.166667
1.035000	0.780000	0.318310	0.245075	24.000000	48.184323	0.201401	0.166667
1.035000	0.785000	0.318310	0.284450	24.000000	48.827297	0.199805	0.166667
1.040000	0.750000	0.318310	0.017575	24.000000	44.846691	0.197624	0.153846
1.040000	0.755000	0.318310	0.045388	24.000000	45.170557	0.210330	0.166667
1.040000	0.760000	0.318310	0.074450	24.000000	45.573227	0.182396	0.142857
1.040000	0.765000	0.318310	0.105075	24.000000	46.162715	0.207262	0.166667
1.040000	0.770000	0.318310	0.136638	24.000000	46.509970	0.198547	0.160000
1.040000	0.775000	0.318310	0.170075	24.000000	47.057003	0.204635	0.166667
1.040000	0.780000	0.318310	0.205075	24.000000	47.543186	0.196097	0.160000
1.040000	0.785000	0.318310	0.241950	24.000000	48.033969	0.000000	0.000000
1.040000	0.790000	0.318310	0.281950	24.000000	48.934174	0.199561	0.166667
1.045000	0.755000	0.318310	0.014062	24.000000	44.720985	0.212745	0.166667
1.045000	0.760000	0.318310	0.042263	24.000000	45.231347	0.210209	0.166667
1.045000	0.765000	0.318310	0.071325	24.000000	45.590997	0.209500	0.166667
1.045000	0.770000	0.318310	0.101638	24.000000	45.976813	0.208252	0.166667
1.045000	0.775000	0.318310	0.133513	24.000000	46.464408	0.223489	0.181818
1.045000	0.780000	0.318310	0.166950	24.000000	46.977235	0.205151	0.166667
1.045000	0.785000	0.318310	0.201950	24.000000	47.438850	0.220494	0.181818
1.045000	0.790000	0.318310	0.239450	24.000000	48.145631	0.201913	0.166667
1.045000	0.795000	0.318310	0.278825	24.000000	48.704716	0.208699	0.173913
1.050000	0.760000	0.318310	0.010937	24.000000	44.860472	0.212267	0.166667
1.050000	0.765000	0.318310	0.038825	24.000000	45.130411	0.210811	0.166667
1.050000	0.770000	0.318310	0.068200	24.000000	45.683674	0.257252	0.210526
1.050000	0.775000	0.318310	0.098513	24.000000	45.985253	0.208417	0.166667
1.050000	0.780000	0.318310	0.130388	24.000000	46.440943	0.206981	0.166667
1.050000	0.785000	0.318310	0.163825	24.000000	46.920825	0.205568	0.166667
1.050000	0.790000	0.318310	0.198825	24.000000	47.356822	0.197211	0.160000
1.050000	0.795000	0.318310	0.236325	24.000000	48.017721	0.218328	0.181818
1.050000	0.800000	0.318310	0.275544	24.000000	48.512661	0.193396	0.160000
1.055000	0.765000	0.318310	0.007500	24.000000	44.820742	0.212607	0.166667
1.055000	0.770000	0.318310	0.035388	24.000000	45.059719	0.211277	0.166667
1.055000	0.775000	0.318310	0.064763	24.000000	45.542460	0.210115	0.166667
1.055000	0.780000	0.318310	0.095075	24.000000	45.863500	0.209128	0.166667
1.055000	0.785000	0.318310	0.126950	24.000000	46.298336	0.207763	0.166667
1.055000	0.790000	0.318310	0.160700	24.000000	46.886784	0.205890	0.166667
1.055000	0.795000	0.318310	0.195661	24.000000	47.279893	0.204941	0.166667
1.055000	0.800000	0.318310	0.233200	24.000000	47.921532	0.171025	0.137931
1.055000	0.805000	0.318310	0.273200	24.000000	48.688109	0.201018	0.166667
1.060000	0.770000	0.318310	0.003750	24.000000	44.591650	0.179060	0.125000
1.060000	0.775000	0.318310	0.031950	24.000000	45.011239	0.211642	0.166667
1.060000	0.780000	0.318310	0.061325	24.000000	45.460781	0.210668	0.166667
1.060000	0.785000	0.318310	0.091950	24.000000	45.917700	0.235610	0.190476
1.060000	0.790000	0.318310	0.123825	24.000000	46.309233	0.215630	0.173913
1.060000	0.795000	0.318310	0.157575	24.000000	46.880859	0.206092	0.166667
1.060000	0.800000	0.318310	0.192575	24.000000	47.245496	0.198013	0.160000
1.060000	0.805000	0.318310	0.230075	24.000000	47.847069	0.203602	0.166667
1.060000	0.810000	0.318310	0.270075	24.000000	48.563276	0.201665	0.166667
1.065000	0.775000	0.318310	0.000313	24.000000	44.588450	0.179302	0.125000
1.065000	0.780000	0.318310	0.028513	24.000000	44.984414	0.211909	0.166667
1.065000	0.785000	0.318310	0.057888	24.000000	45.406186	0.211100	0.166667
1.065000	0.790000	0.318310	0.088513	24.000000	45.831921	0.217913	0.173913
1.065000	0.795000	0.318310	0.120700	24.000000	46.367581	0.207840	0.166667
1.065000	0.800000	0.318310	0.154138	24.000000	46.739830	0.199061	0.160000
1.065000	0.805000	0.318310	0.189450	24.000000	47.215726	0.205548	0.166667
1.065000	0.810000	0.318310	0.226950	24.000000	47.791413	0.203987	0.166667
1.065000	0.815000	0.318310	0.266950	24.000000	48.473937	0.202169	0.166667
1.070000	0.785000	0.318310	0.025075	24.000000	44.985456	0.177982	0.125000
1.070000	0.790000	0.318310	0.054450	24.000000	45.376469	0.211421	0.166667
1.070000	0.795000	0.318310	0.085075	24.000000	45.772293	0.210086	0.166667
1.070000	0.800000	0.318310	0.116950	24.000000	46.128823	0.225268	0.181818
1.070000	0.805000	0.318310	0.150700	24.000000	46.635160	0.207454	0.166667
1.070000	0.810000	0.318310	0.186325	24.000000	47.207311	0.205751	0.166667
1.070000	0.815000	0.318310	0.223825	24.000000	47.754799	0.196990	0.160000
1.070000	0.820000	0.318310	0.263825	24.000000	48.408903	0.202576	0.166667
1.075000	0.790000	0.318310	0.021325	24.000000	44.833490	0.178769	0.125000
1.075000	0.795000	0.318310	0.051013	24.000000	45.381423	0.211584	0.166667
1.075000	0.800000	0.318310	0.081638	24.000000	45.735928	0.210423	0.166667
1.075000	0.805000	0.318310	0.113825	24.000000	46.202894	0.000000	0.000000
1.075000	0.810000	0.318310	0.147575	24.000000	46.680804	0.207435	0.166667
1.075000	0.815000	0.318310	0.183200	24.000000	47.233135	0.205807	0.166667
1.075000	0.820000	0.318310	0.220700	24.000000	47.741169	0.204505	0.166667
1.075000	0.825000	0.318310	0.260700	24.000000	48.367141	0.202888	0.166667
1.080000	0.795000	0.318310	0.017888	24.000000	44.870741	0.178843	0.125000
1.080000	0.800000	0.318310	0.047263	24.000000	45.213896	0.177571	0.125000
1.080000	0.805000	0.318310	0.078200	24.000000	45.728239	0.210633	0.166667
1.080000	0.810000	0.318310	0.110075	24.000000	46.023109	0.195167	0.153846
1.080000	0.815000	0.318310	0.144138	24.000000	46.611183	0.207890	0.166667
1.080000	0.820000	0.318310	0.179450	24.000000	47.012766	0.185955	0.148148
1.080000	0.825000	0.318310	0.217575	24.000000	47.767017	0.204550	0.166667
1.080000	0.830000	0.318310	0.257575	24.000000	48.355465	0.203077	0.166667
1.085000	0.800000	0.318310	0.014219	24.000000	44.806078	0.179300	0.125000
1.085000	0.805000	0.318310	0.043825	24.000000	45.256881	0.177614	0.125000
1.085000	0.810000	0.318310	0.074450	24.000000	45.573008	0.211480	0.166667
1.085000	0.815000	0.318310	0.106950	24.000000	46.156247	0.209423	0.166667
1.085000	0.820000	0.318310	0.140700	24.000000	46.565196	0.208244	0.166667
1.085000	0.825000	0.318310	0.176325	24.000000	47.059760	0.232855	0.190476
1.085000	0.830000	0.318310	0.213825	24.000000	47.533598	0.205637	0.166667
1.085000	0.835000	0.318310	0.253825	24.000000	48.114291	0.204166	0.166667
1.090000	0.805000	0.318310	0.010625	24.000000	44.817577	0.179463	0.125000
1.090000	0.810000	0.318310	0.040075	24.000000	45.141014	0.178250	0.125000
1.090000	0.815000	0.318310	0.071013	24.000000	45.603316	0.176611	0.125000
1.090000	0.820000	0.318310	0.103200	24.000000	45.991079	0.210295	0.166667
1.090000	0.825000	0.318310	0.136950	24.000000	46.407242	0.209061	0.166667
1.090000	0.830000	0.318310	0.172575	24.000000	46.891936	0.207667	0.166667
1.090000	0.835000	0.318310	0.210700	24.000000	47.578658	0.000000	0.000000
1.090000	0.840000	0.318310	0.250700	24.000000	48.123150	0.204274	0.166667
1.090000	0.845000	0.318310	0.293200	24.000000	48.662430	0.203124	0.166667
1.095000	0.810000	0.318310	0.006875	24.000000	44.749634	0.179929	0.125000
1.095000	0.815000	0.318310	0.036325	24.000000	45.058440	0.178758	0.125000
1.095000	0.820000	0.318310	0.067263	24.000000	45.494507	0.177204	0.125000
1.095000	0.825000	0.318310	0.099450	24.000000	45.875581	0.183763	0.142857
1.095000	0.830000	0.318310	0.133513	24.000000	46.395890	0.217554	0.173913
1.095000	0.835000	0.318310	0.169450	24.000000	46.983747	0.207443	0.166667
1.095000	0.840000	0.318310	0.206950	24.000000	47.405839	0.206441	0.166667
1.095000	0.845000	0.318310	0.247575	24.000000	48.183792	0.204166	0.166667
1.095000	0.850000	0.318310	0.290075	24.000000	48.657462	0.203278	0.166667
1.100000	0.815000	0.318310	0.003125	24.000000	44.712821	0.180273	0.125000
1.100000	0.820000	0.318310	0.032575	24.000000	44.997810	0.179183	0.125000
1.100000	0.825000	0.318310	0.063513	24.000000	45.414114	0.177691	0.125000
1.100000	0.830000	0.318310	0.096013	24.000000	45.911129	0.176006	0.125000
1.100000	0.835000	0.318310	0.130075	24.000000	46.416689	0.209332	0.166667
1.100000	0.840000	0.318310	0.165700	24.000000	46.840406	0.000000	0.000000
1.100000	0.845000	0.318310	0.203825	24.000000	47.500660	0.232494	0.190476
1.100000	0.850000	0.318310	0.243825	24.000000	47.989048	0.205073	0.166667
1.100000	0.855000	0.318310	0.286950	24.000000	48.685165	0.203296	0.166667
1.105000	0.825000	0.318310	0.028825	24.000000	44.956808	0.161370	0.111111
1.105000	0.830000	0.318310	0.059763	24.000000	45.354297	0.178100	0.125000
1.105000	0.835000	0.318310	0.092263	24.000000	45.829506	0.176484	0.125000
1.105000	0.840000	0.318310	0.126325	24.000000	46.311400	0.209926	0.166667
1.105000	0.845000	0.318310	0.161950	24.000000	46.730870	0.212712	0.157895
1.105000	0.850000	0.318310	0.200075	24.000000	47.352197	0.206937	0.166667
1.105000	0.855000	0.318310	0.240075	24.000000	47.849067	0.205755	0.166667
1.105000	0.860000	0.318310	0.283200	24.000000	48.520710	0.203983	0.166667
1.110000	0.830000	0.318310	0.025075	24.000000	44.937780	0.179798	0.125000
1.110000	0.835000	0.318310	0.056013	24.000000	45.313567	0.178438	0.125000
1.110000	0.840000	0.318310	0.088513	24.000000	45.770139	0.176879	0.125000
1.110000	0.845000	0.318310	0.122575	24.000000	46.232832	0.175404	0.125000
1.110000	0.850000	0.318310	0.158513	24.000000	46.753530	0.208824	0.166667
1.110000	0.855000	0.318310	0.196325	24.000000	47.241194	0.207520	0.166667
1.110000	0.860000	0.318310	0.236950	24.000000	47.944998	0.222358	0.181818
1.110000	0.865000	0.318310	0.280075	24.000000	48.599030	0.203699	0.166667
1.115000	0.835000	0.318310	0.021325	24.000000	44.953754	0.179926	0.125000
1.115000	0.840000	0.318310	0.052263	24.000000	45.294669	0.178692	0.125000
1.115000	0.845000	0.318310	0.084763	24.000000	45.731981	0.184090	0.130435
1.115000	0.850000	0.318310	0.118825	24.000000	46.175071	0.175781	0.125000
1.115000	0.855000	0.318310	0.154763	24.000000	46.677325	0.181187	0.130435
1.115000	0.860000	0.318310	0.192575	24.000000	47.152389	0.208011	0.166667
1.115000	0.865000	0.318310	0.233200	24.000000	47.826664	0.206098	0.166667
1.115000	0.870000	0.318310	0.276325	24.000000	48.461094	0.204281	0.166667
1.120000	0.840000	0.318310	0.017263	24.000000	44.807506	0.180672	0.125000
1.120000	0.845000	0.318310	0.048513	24.000000	45.311212	0.185714	0.130435
1.120000	0.850000	0.318310	0.081013	24.000000	45.720528	0.191298	0.136364
1.120000	0.855000	0.318310	0.115075	24.000000	46.138093	0.163679	0.115385
1.120000	0.860000	0.318310	0.151013	24.000000	46.621630	0.174622	0.125000
1.120000	0.865000	0.318310	0.188825	24.000000	47.081269	0.208429	0.166667
1.120000	0.870000	0.318310	0.229450	24.000000	47.736270	0.206579	0.166667
1.120000	0.875000	0.318310	0.272575	24.000000	48.355726	0.204731	0.166667
1.125000	0.845000	0.318310	0.013437	24.000000	44.820700	0.180808	0.125000
1.125000	0.850000	0.318310	0.044450	24.000000	45.171721	0.151783	0.103448
1.125000	0.855000	0.318310	0.076950	24.000000	45.576946	0.178110	0.125000
1.125000	0.860000	0.318310	0.111325	24.000000	46.128246	0.176281	0.125000
1.125000	0.865000	0.318310	0.147263	24.000000	46.587541	0.181852	0.130435
1.125000	0.870000	0.318310	0.185075	24.000000	47.026578	0.173700	0.125000
1.125000	0.875000	0.318310	0.225700	24.000000	47.666946	0.000000	0.000000
1.125000	0.880000	0.318310	0.268825	24.000000	48.272023	0.205094	0.166667
1.130000	0.850000	0.318310	0.009375	24.000000	44.725038	0.181360	0.125000
1.130000	0.855000	0.318310	0.040388	24.000000	45.071719	0.180065	0.125000
1.130000	0.860000	0.318310	0.073200	24.000000	45.605825	0.178173	0.125000
1.130000	0.865000	0.318310	0.107263	24.000000	45.991606	0.176940	0.125000
1.130000	0.870000	0.318310	0.143200	24.000000	46.449118	0.175548	0.125000
1.130000	0.875000	0.318310	0.181325	24.000000	46.989356	0.173981	0.125000
1.130000	0.880000	0.318310	0.221950	24.000000	47.617972	0.207285	0.166667
1.130000	0.885000	0.318310	0.265075	24.000000	48.207199	0.205381	0.166667
1.135000	0.855000	0.318310	0.005312	24.000000	44.656188	0.181807	0.125000
1.135000	0.860000	0.318310	0.036638	24.000000	45.148588	0.179949	0.125000
1.135000	0.865000	0.318310	0.069138	24.000000	45.502922	0.178723	0.125000
1.135000	0.870000	0.318310	0.103200	24.000000	45.888200	0.126235	0.085714
1.135000	0.875000	0.318310	0.139450	24.000000	46.450328	0.175699	0.125000
1.135000	0.880000	0.318310	0.177575	24.000000	46.974168	0.174183	0.125000
1.135000	0.885000	0.318310	0.218200	24.000000	47.593857	0.172463	0.125000
1.135000	0.890000	0.318310	0.261325	24.000000	48.162025	0.205587	0.166667
1.140000	0.860000	0.318310	0.001250	24.000000	44.608734	0.182172	0.125000
1.140000	0.865000	0.318310	0.032575	24.000000	45.083038	0.180370	0.125000
1.140000	0.870000	0.318310	0.065075	24.000000	45.426828	0.179171	0.125000
1.140000	0.875000	0.318310	0.099450	24.000000	45.929844	0.154628	0.107143
1.140000	0.880000	0.318310	0.135388	24.000000	46.350349	0.176208	0.125000
1.140000	0.885000	0.318310	0.173825	24.000000	46.999156	0.174237	0.125000
1.140000	0.890000	0.318310	0.214450	24.000000	47.631874	0.172462	0.125000
1.140000	0.895000	0.318310	0.257575	24.000000	48.142330	0.171259	0.125000
1.145000	0.870000	0.318310	0.028513	24.000000	45.051658	0.180658	0.125000
1.145000	0.875000	0.318310	0.061013	24.000000	45.371590	0.193385	0.136364
1.145000	0.880000	0.318310	0.095388	24.000000	45.860083	0.177895	0.125000
1.145000	0.885000	0.318310	0.131325	24.000000	46.271711	0.176640	0.125000
1.145000	0.890000	0.318310	0.169450	24.000000	46.776390	0.175164	0.125000
1.145000	0.895000	0.318310	0.210075	24.000000	47.366588	0.173517	0.125000
1.145000	0.900000	0.318310	0.253200	24.000000	47.931946	0.172093	0.125000
1.150000	0.875000	0.318310	0.024138	24.000000	44.863543	0.181546	0.125000
1.150000	0.880000	0.318310	0.056950	24.000000	45.337813	0.179829	0.125000
1.150000	0.885000	0.318310	0.091325	24.000000	45.814309	0.192663	0.136364
1.150000	0.890000	0.318310	0.127575	24.000000	46.356368	0.176480	0.125000
1.150000	0.895000	0.318310	0.165700	24.000000	46.822576	0.175143	0.125000
1.150000	0.900000	0.318310	0.206325	24.000000	47.403881	0.173522	0.125000
1.150000	0.905000	0.318310	0.249450	24.000000	47.936114	0.172209	0.125000
1.150000	0.910000	0.318310	0.295661	24.000000	48.511421	0.170891	0.125000
1.155000	0.880000	0.318310	0.020075	24.000000	44.863195	0.181716	0.125000
1.155000	0.885000	0.318310	0.052888	24.000000	45.334984	0.179997	0.125000
1.155000	0.890000	0.318310	0.086950	24.000000	45.654543	0.178957	0.125000
1.155000	0.895000	0.318310	0.123200	24.000000	46.168647	0.177306	0.125000
1.155000	0.900000	0.318310	0.161325	24.000000	46.651807	0.175884	0.125000
1.155000	0.905000	0.318310	0.201950	24.000000	47.223453	0.174278	0.125000
1.155000	0.910000	0.318310	0.245700	24.000000	48.001745	0.172106	0.125000
1.155000	0.915000	0.318310	0.291950	24.000000	48.529078	0.170954	0.125000
1.160000	0.885000	0.318310	0.015856	24.000000	44.811044	0.182082	0.125000
1.160000	0.890000	0.318310	0.048513	24.000000	45.189280	0.194500	0.136364
1.160000	0.895000	0.318310	0.082888	24.000000	45.642004	0.179156	0.125000
1.160000	0.900000	0.318310	0.119138	24.000000	46.148858	0.177521	0.125000
1.160000	0.905000	0.318310	0.157575	24.000000	46.767543	0.175605	0.125000
1.160000	0.910000	0.318310	0.198200	24.000000	47.321538	0.174062	0.125000
1.160000	0.915000	0.318310	0.241325	24.000000	47.814138	0.172869	0.125000
1.160000	0.920000	0.318310	0.288200	24.000000	48.611992	0.170787	0.125000
1.165000	0.890000	0.318310	0.011562	24.000000	44.742620	0.182510	0.125000
1.165000	0.895000	0.318310	0.044450	24.000000	45.234905	0.152832	0.103448
1.165000	0.900000	0.318310	0.078825	24.000000	45.669476	0.179200	0.125000
1.165000	0.905000	0.318310	0.115075	24.000000	46.174320	0.177565	0.125000
1.165000	0.910000	0.318310	0.153200	24.000000	46.604820	0.176323	0.125000
1.165000	0.915000	0.318310	0.193825	24.000000	47.157485	0.174765	0.125000
1.165000	0.920000	0.318310	0.236950	24.000000	47.680462	0.173444	0.125000
1.165000	0.925000	0.318310	0.283825	24.000000	48.435905	0.178248	0.130435
1.170000	0.895000	0.318310	0.007187	24.000000	44.657401	0.183002	0.125000
1.170000	0.900000	0.318310	0.040075	24.000000	45.127225	0.181251	0.125000
1.170000	0.905000	0.318310	0.074450	24.000000	45.557040	0.179766	0.125000
1.170000	0.910000	0.318310	0.110700	24.000000	46.046166	0.178175	0.125000
1.170000	0.915000	0.318310	0.148825	24.000000	46.492203	0.176858	0.125000
1.170000	0.920000	0.318310	0.189450	24.000000	47.041178	0.175297	0.125000
1.170000	0.925000	0.318310	0.232575	24.000000	47.570943	0.173935	0.125000
1.170000	0.930000	0.318310	0.279450	24.000000	48.313684	0.172008	0.125000
1.175000	0.900000	0.318310	0.002812	24.000000	44.593563	0.183411	0.125000
1.175000	0.905000	0.318310	0.035622	24.000000	45.015695	0.174922	0.120000
1.175000	0.910000	0.318310	0.070075	24.000000	45.475459	0.180216	0.125000
1.175000	0.915000	0.318310	0.106325	24.000000	45.956461	0.178641	0.125000
1.175000	0.920000	0.318310	0.144450	24.000000	46.402966	0.177308	0.125000
1.175000	0.925000	0.318310	0.185075	24.000000	46.948052	0.175746	0.125000
1.175000	0.930000	0.318310	0.228825	24.000000	47.698758	0.173610	0.125000
1.175000	0.935000	0.318310	0.275075	24.000000	48.215518	0.172444	0.125000
1.180000	0.910000	0.318310	0.031325	24.000000	45.001506	0.196397	0.136364
1.180000	0.915000	0.318310	0.065700	24.000000	45.415982	0.180582	0.125000
1.180000	0.920000	0.318310	0.101950	24.000000	45.890130	0.179020	0.125000
1.180000	0.925000	0.318310	0.140075	24.000000	46.331950	0.177692	0.125000
1.180000	0.930000	0.318310	0.180700	24.000000	46.873017	0.176132	0.125000
1.180000	0.935000	0.318310	0.224450	24.000000	47.616481	0.174006	0.125000
1.180000	0.940000	0.318310	0.270700	24.000000	48.136417	0.172816	0.125000
1.185000	0.915000	0.318310	0.026950	24.000000	44.979234	0.182267	0.125000
1.185000	0.920000	0.318310	0.061325	24.000000	45.379418	0.180860	0.125000
1.185000	0.925000	0.318310	0.097575	24.000000	45.846516	0.179314	0.125000
1.185000	0.930000	0.318310	0.135622	24.000000	46.252447	0.178106	0.125000
1.185000	0.935000	0.318310	0.176325	24.000000	46.815103	0.176456	0.125000
1.185000	0.940000	0.318310	0.220075	24.000000	47.579451	0.174240	0.125000
1.185000	0.945000	0.318310	0.266325	24.000000	48.075960	0.179850	0.130435
1.190000	0.920000	0.318310	0.022263	24.000000	44.816800	0.183040	0.125000
1.190000	0.925000	0.318310	0.056950	24.000000	45.381571	0.180988	0.125000
1.190000	0.930000	0.318310	0.093200	24.000000	45.837047	0.179477	0.125000
1.190000	0.935000	0.318310	0.131325	24.000000	46.244689	0.178260	0.125000
1.190000	0.940000	0.318310	0.171950	24.000000	46.776495	0.176668	0.125000
1.190000	0.945000	0.318310	0.215075	24.000000	47.292286	0.175351	0.125000
1.190000	0.950000	0.318310	0.261950	24.000000	48.038005	0.187437	0.136364
1.195000	0.925000	0.318310	0.017888	24.000000	44.828041	0.183144	0.125000
1.195000	0.930000	0.318310	0.052263	24.000000	45.224281	0.181725	0.125000
1.195000	0.935000	0.318310	0.088513	24.000000	45.684102	0.180178	0.125000
1.195000	0.940000	0.318310	0.126950	24.000000	46.242730	0.178388	0.125000
1.195000	0.945000	0.318310	0.167575	24.000000	46.766540	0.176760	0.125000
1.195000	0.950000	0.318310	0.210700	24.000000	47.264618	0.175556	0.125000
1.195000	0.955000	0.318310	0.257575	24.000000	48.044824	0.173423	0.125000
1.200000	0.930000	0.318310	0.013281	24.000000	44.750587	0.190719	0.130435
1.200000	0.935000	0.318310	0.047731	24.000000	45.179720	0.182031	0.125000
1.200000	0.940000	0.318310	0.083825	24.000000	45.573689	0.180718	0.125000
1.200000	0.945000	0.318310	0.122263	24.000000	46.120376	0.178957	0.125000
1.200000	0.950000	0.318310	0.162888	24.000000	46.649381	0.177247	0.125000
1.200000	0.955000	0.318310	0.206325	24.000000	47.268992	0.182305	0.130435
1.200000	0.960000	0.318310	0.252575	24.000000	47.815173	0.174308	0.125000
1.205000	0.935000	0.318310	0.008750	24.000000	44.742522	0.183763	0.125000
1.205000	0.940000	0.318310	0.043200	24.000000	45.165046	0.182220	0.125000
1.205000	0.945000	0.318310	0.079450	24.000000	45.614506	0.180692	0.125000
1.205000	0.950000	0.318310	0.117575	24.000000	46.027081	0.179418	0.125000
1.205000	0.955000	0.318310	0.158200	24.000000	46.558036	0.177641	0.125000
1.205000	0.960000	0.318310	0.201325	24.000000	47.076131	0.176425	0.125000
1.205000	0.965000	0.318310	0.248200	24.000000	47.842789	0.174307	0.125000
1.210000	0.940000	0.318310	0.004062	24.000000	44.666209	0.149325	0.083333
1.210000	0.945000	0.318310	0.038513	24.000000	45.087722	0.182650	0.125000
1.210000	0.950000	0.318310	0.074763	24.000000	45.537744	0.181105	0.125000
1.210000	0.955000	0.318310	0.112888	24.000000	45.953908	0.179804	0.125000
1.210000	0.960000	0.318310	0.153513	24.000000	46.486312	0.177964	0.125000
1.210000	0.965000	0.318310	0.196950	24.000000	47.111566	0.176402	0.125000
1.210000	0.970000	0.318310	0.243200	24.000000	47.668888	0.000000	0.000000
1.210000	0.975000	0.318310	0.293200	24.000000	48.308055	0.173476	0.125000
1.215000	0.950000	0.318310	0.033825	24.000000	45.039909	0.182965	0.125000
1.215000	0.955000	0.318310	0.070075	24.000000	45.489161	0.181410	0.125000
1.215000	0.960000	0.318310	0.108200	24.000000	45.899639	0.180121	0.125000
1.215000	0.965000	0.318310	0.148825	24.000000	46.434147	0.178215	0.125000
1.215000	0.970000	0.318310	0.191950	24.000000	46.953476	0.177061	0.125000
1.215000	0.975000	0.318310	0.238200	24.000000	47.533991	0.175555	0.125000
1.215000	0.980000	0.318310	0.288825	24.000000	48.371587	0.173344	0.125000
1.220000	0.955000	0.318310	0.028981	24.000000	44.928035	0.183528	0.125000
1.220000	0.960000	0.318310	0.065075	24.000000	45.317263	0.182183	0.125000
1.220000	0.965000	0.318310	0.103513	24.000000	45.868386	0.180350	0.125000
1.220000	0.970000	0.318310	0.143825	24.000000	46.293454	0.178798	0.125000
1.220000	0.975000	0.318310	0.187263	24.000000	46.921160	0.177274	0.125000
1.220000	0.980000	0.318310	0.233825	24.000000	47.615075	0.175362	0.125000
1.220000	0.985000	0.318310	0.283825	24.000000	48.251787	0.180620	0.130435
1.225000	0.960000	0.318310	0.024138	24.000000	44.846201	0.149037	0.083333
1.225000	0.965000	0.318310	0.060388	24.000000	45.301106	0.182367	0.125000
1.225000	0.970000	0.318310	0.098513	24.000000	45.731694	0.180971	0.125000
1.225000	0.975000	0.318310	0.139138	24.000000	46.273355	0.185878	0.130435
1.225000	0.980000	0.318310	0.182575	24.000000	46.928115	0.177341	0.125000
1.225000	0.985000	0.318310	0.228825	24.000000	47.498172	0.175857	0.125000
1.225000	0.990000	0.318310	0.278825	24.000000	48.158492	0.174224	0.125000
1.230000	0.965000	0.318310	0.019450	24.000000	44.883890	0.149074	0.083333
1.230000	0.970000	0.318310	0.055388	24.000000	45.180700	0.182944	0.125000
1.230000	0.975000	0.318310	0.093825	24.000000	45.739239	0.181054	0.125000
1.230000	0.980000	0.318310	0.134450	24.000000	46.299059	0.178892	0.125000
1.230000	0.985000	0.318310	0.177575	24.000000	46.817963	0.177831	0.125000
1.230000	0.990000	0.318310	0.223825	24.000000	47.409105	0.176254	0.125000
